latitude,longitude,crime_type,date_time,area,severity
12.848705671952418,77.66714167757544,Theft,2024-05-20 01:00:00,Electronic City,3
12.96732522509277,77.75722932643143,Assault,2024-11-10 21:00:00,Whitefield,5
12.975643569554473,77.74542397278036,Theft,2024-12-12 15:00:00,Whitefield,3
12.843524546687357,77.66998127975647,Robbery,2024-12-19 20:00:00,Electronic City,4
12.965911068963976,77.64017012558686,Burglary,2024-07-13 20:00:00,Indiranagar,4
12.973235170946564,77.74235153270244,Robbery,2024-03-19 13:00:00,Whitefield,2
12.98231006977304,77.56587701937997,Assault,2024-04-02 03:00:00,Majestic,5
12.96219400709722,77.645726129057,Vehicle Theft,2024-08-17 19:00:00,Indiranagar,2
12.979019581032905,77.74151044588122,Theft,2024-01-09 13:00:00,Whitefield,1
12.84400932517821,77.6563552152906,Burglary,2024-08-16 01:00:00,Electronic City,4
12.837404801049102,77.66648370705116,Robbery,2024-05-04 03:00:00,Electronic City,5
12.966869477824167,77.64157209634887,Robbery,2024-10-11 19:00:00,Indiranagar,3
12.944932973415824,77.63327840446365,Theft,2024-10-28 00:00:00,Koramangala,4
12.926023178095157,77.6231464073845,Vehicle Theft,2024-10-18 18:00:00,Koramangala,1
12.841081284806911,77.67027875142495,Theft,2024-06-19 19:00:00,Electronic City,2
12.967681860043763,77.64704587383073,Assault,2024-01-11 07:00:00,Indiranagar,1
12.965106092334318,77.75515455164971,Vehicle Theft,2024-07-29 04:00:00,Whitefield,3
12.984505213441027,77.57024777492944,Vehicle Theft,2024-04-30 06:00:00,Majestic,1
12.972379197085816,77.57850706813579,Theft,2024-12-07 21:00:00,Majestic,4
12.939167175879811,77.62508546600323,Vehicle Theft,2024-08-08 02:00:00,Koramangala,4
12.965318598474328,77.75434063680316,Theft,2024-01-06 20:00:00,Whitefield,5
12.853373910364764,77.66911669778212,Assault,2024-07-29 13:00:00,Electronic City,1
12.97349912304638,77.57717659962516,Assault,2024-04-19 20:00:00,Majestic,3
12.978930998050918,77.56682865379376,Theft,2024-01-09 00:00:00,Majestic,3
12.967487498706788,77.63425956806391,Burglary,2024-11-22 13:00:00,Indiranagar,2
12.970574713824966,77.64772602033054,Robbery,2024-11-17 12:00:00,Indiranagar,1
12.981116308651082,77.56980465499018,Robbery,2024-08-21 00:00:00,Majestic,5
12.83953277478587,77.6527986202208,Assault,2024-04-15 03:00:00,Electronic City,4
12.967322852210359,77.63412172443745,Burglary,2024-10-21 03:00:00,Indiranagar,3
12.963030051390053,77.65072462843304,Theft,2024-07-21 13:00:00,Indiranagar,1
12.9630901668026,77.74461881775058,Burglary,2024-11-08 23:00:00,Whitefield,5
12.853587107367638,77.66862917285542,Burglary,2024-03-17 16:00:00,Electronic City,2
12.967214555030466,77.5643840831973,Vehicle Theft,2024-01-12 11:00:00,Majestic,2
12.964541055954616,77.63900001476914,Robbery,2024-11-23 21:00:00,Indiranagar,5
12.965442896080692,77.64065424329982,Vehicle Theft,2024-07-28 10:00:00,Indiranagar,3
12.974498285347083,77.64529618952614,Theft,2024-09-13 09:00:00,Indiranagar,3
12.96916437726545,77.74108027090118,Burglary,2024-05-08 19:00:00,Whitefield,2
12.975355915671338,77.57671094023992,Theft,2024-04-11 02:00:00,Majestic,5
12.963878468268026,77.74419506141635,Burglary,2024-01-07 07:00:00,Whitefield,3
12.974279455487158,77.74274383311507,Assault,2024-07-27 15:00:00,Whitefield,2
12.974654151400946,77.64331829276227,Theft,2024-12-18 22:00:00,Indiranagar,3
12.933094541883602,77.63072234925522,Robbery,2024-07-24 12:00:00,Koramangala,1
12.93862380061043,77.63109634509404,Robbery,2024-08-13 18:00:00,Koramangala,3
12.92605854782733,77.63007979106798,Assault,2024-09-13 02:00:00,Koramangala,4
12.984902676022495,77.57580029836906,Burglary,2024-02-22 05:00:00,Majestic,2
12.854187768601335,77.65417600624444,Robbery,2024-10-19 13:00:00,Electronic City,3
12.9772506886584,77.63240467218061,Theft,2024-06-02 15:00:00,Indiranagar,1
12.97265598835419,77.75440404208086,Assault,2024-01-28 12:00:00,Whitefield,2
12.84120330687035,77.66653883806366,Burglary,2024-09-25 22:00:00,Electronic City,5
12.85131913323342,77.65996631765087,Theft,2024-11-25 01:00:00,Electronic City,4
12.972560563037995,77.5654787845666,Burglary,2024-09-22 05:00:00,Majestic,3
12.841612465899884,77.65994733671934,Burglary,2024-01-22 18:00:00,Electronic City,2
12.931956459336886,77.63029736938213,Robbery,2024-03-22 13:00:00,Koramangala,3
12.93279250770082,77.63032443491487,Vehicle Theft,2024-01-27 14:00:00,Koramangala,3
12.973365840540058,77.57284575027705,Vehicle Theft,2024-04-17 17:00:00,Majestic,2
12.836181418629145,77.65230719206824,Assault,2024-07-25 20:00:00,Electronic City,3
12.841723955232647,77.66518191549817,Theft,2024-05-31 13:00:00,Electronic City,2
12.83987267153029,77.66091223799175,Burglary,2024-02-27 15:00:00,Electronic City,1
12.966945451415723,77.74261884938493,Assault,2024-09-19 13:00:00,Whitefield,1
12.93411313595887,77.6344522333551,Burglary,2024-08-02 11:00:00,Koramangala,1
12.926485871295375,77.61713524568432,Burglary,2024-08-15 18:00:00,Koramangala,1
12.96345923669755,77.6472969651501,Theft,2024-08-26 18:00:00,Indiranagar,2
12.932399071649737,77.61694103771316,Vehicle Theft,2024-11-16 13:00:00,Koramangala,1
12.930816509085961,77.63201645280178,Vehicle Theft,2024-05-26 06:00:00,Koramangala,3
12.936507973958548,77.6315449413578,Robbery,2024-08-31 05:00:00,Koramangala,1
12.97281531683752,77.56942228919796,Robbery,2024-08-18 09:00:00,Majestic,3
12.981123495184924,77.57360455361454,Vehicle Theft,2024-07-28 06:00:00,Majestic,2
12.976569529746662,77.74340801943636,Robbery,2024-05-18 05:00:00,Whitefield,3
12.926657247535974,77.62679337627641,Assault,2024-11-08 11:00:00,Koramangala,3
12.964823960690062,77.74858858464818,Robbery,2024-06-17 23:00:00,Whitefield,5
12.985796117169613,77.56941198144486,Theft,2024-01-05 20:00:00,Majestic,5
12.852772575214455,77.66971360780977,Theft,2024-03-01 14:00:00,Electronic City,3
12.981829699897537,77.56776659354281,Burglary,2024-10-22 20:00:00,Majestic,4
12.97206704380562,77.65099063019744,Theft,2024-02-21 15:00:00,Indiranagar,1
12.844641280365284,77.66979114835567,Burglary,2024-03-03 10:00:00,Electronic City,1
12.985858518357253,77.57517096712525,Vehicle Theft,2024-07-10 00:00:00,Majestic,3
12.977078273645281,77.74136062474003,Vehicle Theft,2024-10-03 05:00:00,Whitefield,2
12.842909347890108,77.66083691170984,Assault,2024-08-02 04:00:00,Electronic City,3
12.837723714418164,77.66567203880554,Burglary,2024-06-03 02:00:00,Electronic City,4
12.984803809066204,77.56766430785807,Burglary,2024-07-30 21:00:00,Majestic,3
12.976737826909494,77.75504437739204,Theft,2024-04-08 04:00:00,Whitefield,4
12.979176405069365,77.56516941792655,Burglary,2024-07-27 01:00:00,Majestic,4
12.8540365723822,77.65569599960658,Vehicle Theft,2024-01-25 10:00:00,Electronic City,2
12.934699072946898,77.62160601010368,Robbery,2024-09-16 00:00:00,Koramangala,3
12.930883375990522,77.61909910319261,Burglary,2024-01-19 07:00:00,Koramangala,1
12.964973673786908,77.63717511244698,Burglary,2024-05-05 04:00:00,Indiranagar,4
12.929526344414704,77.61980463749036,Assault,2024-03-29 17:00:00,Koramangala,1
12.935082820176238,77.63013191144019,Robbery,2024-08-21 03:00:00,Koramangala,4
12.929475948297217,77.63218331666363,Assault,2024-09-10 11:00:00,Koramangala,2
12.968685548794122,77.56278348947654,Robbery,2024-02-23 02:00:00,Majestic,5
12.97769535596466,77.74968417358804,Assault,2024-12-02 16:00:00,Whitefield,1
12.83946729774666,77.65956711739656,Burglary,2024-01-09 05:00:00,Electronic City,3
12.930538434618054,77.61476805701407,Robbery,2024-06-02 04:00:00,Koramangala,4
12.83875143751451,77.66084579817758,Theft,2024-09-18 10:00:00,Electronic City,1
12.966447428350325,77.5779121243095,Assault,2024-12-16 17:00:00,Majestic,2
12.984272375349795,77.5789012670295,Robbery,2024-09-23 22:00:00,Majestic,5
12.9404929274249,77.63208974759115,Assault,2024-04-02 19:00:00,Koramangala,2
12.963626298575246,77.74663057019526,Theft,2024-08-16 04:00:00,Whitefield,5
12.977837981942464,77.64711756234779,Theft,2024-07-22 19:00:00,Indiranagar,2
12.965429792349651,77.65027053612268,Assault,2024-05-07 23:00:00,Indiranagar,5
12.976180848007182,77.74086257727527,Theft,2024-01-01 09:00:00,Whitefield,1
12.968297192539222,77.75884822546529,Theft,2024-10-28 11:00:00,Whitefield,2
12.944506802736019,77.63360259080824,Assault,2024-08-11 14:00:00,Koramangala,1
12.979145296355378,77.57610547035584,Burglary,2024-07-17 12:00:00,Majestic,1
12.961935530430454,77.74904107006232,Robbery,2024-10-23 15:00:00,Whitefield,3
12.960132864595252,77.74693200794647,Vehicle Theft,2024-12-23 04:00:00,Whitefield,4
12.966283404073984,77.6437326640267,Assault,2024-07-27 19:00:00,Indiranagar,1
12.974937214502187,77.64499607292957,Theft,2024-01-16 09:00:00,Indiranagar,2
12.969572350614731,77.57101172797316,Theft,2024-10-31 11:00:00,Majestic,1
12.980101395459227,77.63236693187784,Assault,2024-03-01 00:00:00,Indiranagar,5
12.976770347163477,77.74296771910377,Burglary,2024-07-08 06:00:00,Whitefield,2
12.96995399863528,77.6444166625285,Burglary,2024-12-01 07:00:00,Indiranagar,2
12.853226738449115,77.66784918013003,Robbery,2024-06-04 10:00:00,Electronic City,2
12.976152406925616,77.5811441331476,Vehicle Theft,2024-07-31 23:00:00,Majestic,4
